1.000000000000000000e+01 2.000000000000000000e+02 2.000000000000000000e+02 2.000000000000000000e+02 1.372520732879638672e+01
1.000000000000000000e+01 2.000000000000000000e+02 2.000000000000000000e+02 3.000000000000000000e+02 1.378390121459960938e+01
1.000000000000000000e+01 2.000000000000000000e+02 2.000000000000000000e+02 4.000000000000000000e+02 1.369314289093017578e+01
1.000000000000000000e+01 2.000000000000000000e+02 2.000000000000000000e+02 5.000000000000000000e+02 1.376414871215820312e+01
1.000000000000000000e+01 2.000000000000000000e+02 2.000000000000000000e+02 6.000000000000000000e+02 1.361052227020263672e+01
1.000000000000000000e+01 2.000000000000000000e+02 2.000000000000000000e+02 7.000000000000000000e+02 1.375751876831054688e+01
1.000000000000000000e+01 2.000000000000000000e+02 2.000000000000000000e+02 8.000000000000000000e+02 1.366586494445800781e+01
1.000000000000000000e+01 2.000000000000000000e+02 2.000000000000000000e+02 9.000000000000000000e+02 1.420191192626953125e+01
1.000000000000000000e+01 2.000000000000000000e+02 2.000000000000000000e+02 1.000000000000000000e+03 1.356781864166259766e+01
1.000000000000000000e+01 2.000000000000000000e+02 2.000000000000000000e+02 1.100000000000000000e+03 1.382807445526123047e+01
1.000000000000000000e+01 2.000000000000000000e+02 2.000000000000000000e+02 1.200000000000000000e+03 1.365805721282958984e+01
1.000000000000000000e+01 2.000000000000000000e+02 2.000000000000000000e+02 1.300000000000000000e+03 1.394838237762451172e+01
1.000000000000000000e+01 2.000000000000000000e+02 2.000000000000000000e+02 2.500000000000000000e+03 1.344699573516845703e+01
1.000000000000000000e+01 2.000000000000000000e+02 2.000000000000000000e+02 5.000000000000000000e+03 1.345892906188964844e+01
1.000000000000000000e+01 2.000000000000000000e+02 3.000000000000000000e+02 2.000000000000000000e+02 1.459507656097412109e+01
1.000000000000000000e+01 2.000000000000000000e+02 3.000000000000000000e+02 3.000000000000000000e+02 1.401160240173339844e+01
1.000000000000000000e+01 2.000000000000000000e+02 3.000000000000000000e+02 4.000000000000000000e+02 1.341027069091796875e+01
1.000000000000000000e+01 2.000000000000000000e+02 3.000000000000000000e+02 5.000000000000000000e+02 1.445491981506347656e+01
