3.142703112250845152e+03 2.000000000000000000e+04
3.142703112250845152e+03 3.882154097214127887e+03
3.150036911838987180e+03 3.789893927031122530e+03
3.164519951820337155e+03 3.708357617437930458e+03
3.171834324124801697e+03 3.626937871546800125e+03
3.186327077747989733e+03 3.539981349807670085e+03
3.204394451567782198e+03 3.458386758363446006e+03
3.240344640012433956e+03 3.398181606247814670e+03
3.276323969382601263e+03 3.321715817694370344e+03
3.312274157827252566e+03 3.261510665578739008e+03
3.344649726075300350e+03 3.195943583168201258e+03
3.387729727629483023e+03 3.157302715934258231e+03
3.441553017057155557e+03 3.123907215293157606e+03
3.488227066091619236e+03 3.079787854062245515e+03
3.531336208571317911e+03 3.024886350390488587e+03
3.567296110657808640e+03 2.959260986128919740e+03
3.599681392547694031e+03 2.888273691572444477e+03
3.642771107743715220e+03 2.844212612192563938e+03
3.685870536581575834e+03 2.794731320666744068e+03
3.736119205812643486e+03 2.755973889730737483e+03
3.786329020476357073e+03 2.738897307378482310e+03
3.840132882620352575e+03 2.716342231029258073e+03
3.893936744764347168e+03 2.693787154680032472e+03
3.944156273069899726e+03 2.671290360181839787e+03
4.001515328126821260e+03 2.664937638419396080e+03
4.055280335703462242e+03 2.664063410653922801e+03
2.000000000000000000e+04 2.664063410653922801e+03
